artist,track_name,album_name,popularity,release_date,duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
Loverground,Be Patient,Be Patient,43,2021-02-10,216793,0.224,0.688,0.462,0.217,0,0.0987,-13.723,1,0.032,114.036,4,0.35
Two Another,Feeling Free - With Pretty Boy Aaron,Feeling Free (With Pretty Boy Aaron),39,2021-02-26,212736,0.0134,0.731,0.707,0.00102,5,0.129,-5.861,0,0.0982,115.1,4,0.542
Mansionair,MORE,MORE,0,2021-02-25,159542,0.000158,0.45,0.803,0.259,1,0.0876,-7.647,1,0.0421,157.0,5,0.334
Document One,Dials,Heat Beams - EP,8,2021-03-05,257100,0.00634,0.623,0.889,0.51,11,0.202,-1.333,0,0.167,172.036,4,0.337
L'Impératrice,Peur des filles - Montmartre Remix,Peur des filles (Montmartre Remix),50,2021-02-19,166106,0.0979,0.767,0.777,0.0133,1,0.0562,-6.36,0,0.0924,108.053,4,0.789
Kraak & Smaak,Soul Liberator - Kerem Akdağ Remix,Pleasure Centre Remixed,25,2021-03-05,188638,0.0218,0.891,0.251,0.692,11,0.0735,-9.174,1,0.0617,102.014,4,0.525
Desired,Weird Japanese Girl,lo-fi_house.zip,32,2019-12-27,325250,0.0289,0.718,0.862,0.815,8,0.1,-8.055,1,0.0466,124.042,4,0.342
James Delaney,Green,Dissipate,26,2019-11-05,216819,0.273,0.7,0.56,1.43e-05,11,0.127,-6.057,0,0.333,108.111,4,0.253
Tentendo,Thoughts,Thoughts,0,2020-07-03,180000,0.483,0.754,0.625,5.42e-05,8,0.103,-8.752,0,0.145,114.032,4,0.213
JID,Bruuuh (with Denzel Curry) - Remix,Bruuuh (with Denzel Curry) [Remix],60,2021-02-05,206446,0.0144,0.813,0.621,4.03e-05,9,0.0793,-9.273,1,0.209,112.101,4,0.377
Kill Nigel,Attached,Attached,35,2020-03-30,240000,0.172,0.737,0.801,0.000238,10,0.13,-2.776,0,0.041,150.034,4,0.136
GOVI,Paradise,Blue Hour,29,2019-05-10,200238,0.309,0.957,0.375,0.00865,0,0.111,-9.999,0,0.323,110.017,4,0.562
Frase,"Too Hot, Too Cold","Too Hot, Too Cold",31,2020-05-08,246407,0.0563,0.848,0.589,0.000338,4,0.125,-8.369,0,0.177,102.988,4,0.422
Goldroom,Guess I'm Jaded (RAC Mix),Guess I'm Jaded (The Remixes),43,2020-08-07,187368,0.042,0.82,0.702,0.00991,7,0.143,-6.06,0,0.0346,113.958,4,0.548
Husky,Иуда,Иуда,46,2018-04-19,135727,0.259,0.734,0.72,0.0,10,0.114,-6.503,0,0.318,107.97,4,0.463
Maribou State,Mother,Mother,31,2020-03-11,288590,0.0799,0.695,0.743,0.752,9,0.116,-7.48,0,0.0441,126.993,4,0.589
Jack Wilby,Illusions,Illusions,30,2019-06-21,208572,0.0428,0.77,0.756,2.04e-06,7,0.155,-6.521,0,0.0439,122.017,4,0.34
POOLCLVB,Shooting Stars,Shooting Stars,34,2020-06-19,204200,0.00583,0.9,0.647,0.0999,6,0.25,-7.629,0,0.0597,120.016,4,0.606
David Marston,Contortions,Contortions,27,2020-04-24,200000,0.176,0.747,0.642,0.292,5,0.107,-8.602,0,0.042,119.998,4,0.568
Yuki Ame,Circles - Tyde Remix,Anamnesis (Remixes),29,2018-09-07,238747,0.515,0.479,0.631,0.815,6,0.0997,-11.697,1,0.0507,122.229,4,0.143
Big Words,TTYDTM,TTYDTM,32,2019-04-26,223680,0.107,0.854,0.576,0.0394,7,0.0849,-11.347,1,0.174,106.02,4,0.0762
TSHA,Sister,Sister,48,2020-08-18,268829,0.0079,0.63,0.783,0.779,4,0.157,-7.35,1,0.0313,119.981,4,0.399
Ted Jasper,Don't Want It,Don't Want It,28,2019-07-12,227813,0.434,0.773,0.621,0.174,1,0.105,-9.675,1,0.0468,109.515,4,0.0682
Rome in Silver,Fool,Fool,37,2019-04-12,230400,0.309,0.752,0.752,0.719,7,0.0964,-5.077,1,0.0383,100.028,4,0.213
Moon Willis,I Like The Way,I Like The Way,44,2019-05-10,185616,0.185,0.796,0.649,0.0,2,0.0739,-7.714,1,0.103,118.013,4,0.38
pluko,higher,COLOR BLIND,41,2020-05-29,184613,0.0392,0.624,0.568,0.000256,1,0.129,-8.905,1,0.0591,91.009,4,0.282
Sad Night Dynamite,Crying Over Nothing,SND001,36,2020-02-28,135709,0.0483,0.735,0.591,0.057,10,0.36,-10.042,0,0.146,81.023,4,0.594
The Kount,Right Here,Right Here,43,2020-10-23,196727,0.776,0.748,0.235,0.922,5,0.0919,-14.066,0,0.092,110.037,4,0.6
offrami,How Did We Get Here,How Did We Get Here,31,2018-12-07,152920,0.045,0.726,0.57,0.65,2,0.129,-11.108,0,0.0619,112.963,4,0.33
Dameer,Michelle,For We Are Distant,0,2021-02-26,222226,0.104,0.689,0.833,0.00267,7,0.0861,-4.175,1,0.0502,116.014,4,0.91
Léa Sen,Brother,Sand Radio / Brother,32,2020-07-23,203000,0.438,0.667,0.563,0.00866,6,0.294,-9.08,1,0.0296,95.046,4,0.472
Gorgon City,You've Done Enough - John Summit Remix,You’ve Done Enough (John Summit Remix),34,2021-02-19,225761,0.00282,0.723,0.871,0.316,0,0.0235,-6.851,1,0.0362,126.014,4,0.694
Freestylers,Boomblast (Deekline & Wizard Remix) - Mixed,FABRICLIVE 19: The Freestylers (DJ Mix),21,2004-12-01,430666,0.00114,0.646,0.893,0.0467,1,0.0716,-6.265,1,0.0458,137.98,4,0.216
BRONSON,KNOW ME (feat. Gallant),BRONSON,33,2020-08-07,180026,0.578,0.698,0.812,0.168,0,0.113,-5.501,1,0.0401,128.034,4,0.345
49th & Main,Don't You Like It?,Don't You Like It?,0,2020-06-24,226043,0.0922,0.726,0.606,1.86e-05,1,0.154,-11.157,0,0.109,115.943,4,0.481
nimino,Silver,Kele EP,0,2019-12-06,250256,0.678,0.728,0.397,0.347,2,0.0912,-12.231,1,0.12,116.985,4,0.229
Big Wild,6's to 9's - NEIL FRANCES Remix,6’s to 9’s (NEIL FRANCES Remix),43,2019-11-04,256335,0.0747,0.721,0.763,0.891,8,0.0432,-10.588,1,0.0631,95.506,4,0.682
Adult Art Club,"I'm OK, I'm Fine.","I'm OK, I'm Fine.",31,2020-05-01,230163,0.0155,0.794,0.694,0.151,8,0.0661,-10.817,0,0.0547,122.001,4,0.681
Lane 8,The Rope (feat. POLIÇA) - Anderholm Remix,Brightest Lights Remixed,35,2020-09-24,336383,0.7,0.66,0.706,0.387,0,0.112,-11.998,1,0.0429,121.976,4,0.0341
Elderbrook,All My Love,Why Do We Shake In The Cold?,56,2020-09-18,211546,0.327,0.66,0.522,0.495,0,0.0814,-11.482,1,0.0564,117.961,4,0.0529
Moon Boots,W.T.F.,Bimini Road,38,2019-09-06,292466,0.000111,0.65,0.801,0.636,11,0.357,-6.642,0,0.0352,122.011,4,0.193
Benji Lewis,Away - TWO LANES Remix,Away (Remixes),6,2019-06-20,189500,0.00551,0.695,0.659,0.514,1,0.107,-9.953,1,0.0481,117.975,4,0.183
cbakl,Can't Stay Away from You,Wisdom Is Misery,19,2019-08-02,157214,0.0291,0.645,0.257,0.134,10,0.0992,-11.972,0,0.0834,120.413,4,0.121
Cassian,Magical,Laps,41,2020-06-26,225280,0.0191,0.616,0.823,0.166,6,0.0889,-7.096,1,0.0323,106.021,4,0.524
Louie Blue,Like That!,Like That!,14,2019-10-25,224472,0.0565,0.807,0.62,0.00356,11,0.152,-7.095,0,0.235,109.989,3,0.667
GEOTHEORY,ALWAYSALIE-N,THEORY VOYAGES: Chapter V,4,2020-07-02,204014,3.47e-05,0.78,0.622,0.904,1,0.0933,-7.722,1,0.0567,107.937,4,0.0467
GEOTHEORY,INSOMNIA - WIDE AWAKE,THEORY VOYAGES: Chapter V,4,2020-07-02,144720,0.0797,0.525,0.859,0.197,2,0.409,-10.147,1,0.181,120.063,4,0.139
GEOTHEORY,YUR LUV,THEORY VOYAGES: Chapter V,25,2020-07-02,188345,0.0751,0.75,0.852,0.219,0,0.654,-8.711,1,0.362,124.991,4,0.473
Otosan,Right Here (feat. Carrie Baxter),Right Here (feat. Carrie Baxter),32,2021-02-12,168804,0.000848,0.659,0.892,0.167,5,0.159,-7.871,0,0.0346,126.042,4,0.884
Kreon,2AM (feat. Katoptris),2AM (feat. Katoptris),26,2021-02-15,159586,0.416,0.889,0.377,0.00441,11,0.0955,-11.154,1,0.219,115.141,4,0.149
Ameer Vann,IDFIATOK,IDFIATOK,38,2021-01-14,117366,0.0321,0.811,0.756,0.0038,6,0.118,-8.497,1,0.214,124.998,4,0.65
Satin Jackets,Back To Me,Back To Me,42,2020-10-02,221061,0.205,0.722,0.727,0.000183,8,0.161,-7.406,1,0.0392,106.969,4,0.636
Vlossom,Missing You,My Friend,39,2020-04-03,207533,0.108,0.825,0.698,0.00429,3,0.0623,-6.335,0,0.0659,116.011,4,0.768
Julian Collet,Outta Time,Outta Time,0,2019-09-20,327857,0.164,0.799,0.56,0.00248,6,0.11,-10.715,1,0.0585,112.028,4,0.0383
Brutalist,South Street,South Street,40,2020-07-30,267114,0.0671,0.758,0.48,0.893,0,0.148,-10.517,0,0.0526,115.012,4,0.47
Tiga,VSOD - Velvet Sky of Dreams,VSOD (Velvet Sky of Dreams),40,2020-09-30,342000,0.0172,0.673,0.51,0.22,7,0.0918,-8.469,1,0.0406,117.998,4,0.295
Lxury,Do This Forever,No Real Rush,36,2020-05-20,300000,0.000301,0.689,0.874,0.623,6,0.41,-8.228,0,0.0631,121.5,4,0.154
Cannons,Love on the Ground,Shadows,48,2019-07-12,222354,0.00845,0.697,0.729,0.134,8,0.103,-6.856,1,0.049,94.994,4,0.965
The Kite String Tangle,This Thing We Got,The Kite String Tangle,42,2017-07-14,226962,0.00413,0.681,0.722,2.16e-05,2,0.094,-5.715,1,0.108,109.246,4,0.67
Roland Tings,Always Rushing (feat. Mild Minds),Salt Water,31,2019-11-08,323712,0.0323,0.731,0.72,0.85,1,0.0906,-8.669,0,0.0417,123.003,4,0.556
Bamily,Hey Raoul,Hey Raoul,0,2019-06-14,153750,0.169,0.683,0.63,4.56e-05,5,0.517,-6.389,1,0.0807,95.921,4,0.581
Gamma Skies,Mexico,Mexico,43,2019-10-11,185221,0.113,0.778,0.426,0.0685,6,0.105,-10.99,1,0.312,100.008,4,0.842
Tora,Can't Buy The Mood - Two Another Remix,Can't Buy the Mood (Deluxe Edition),0,2020-01-24,185232,0.44,0.664,0.482,0.0,4,0.277,-7.838,0,0.0996,86.036,4,0.556
Rasmus Faber,Be Real - Kenny Gold Remix,Be Real: Remixes,21,2019-12-06,198545,0.0371,0.701,0.731,1.18e-05,9,0.301,-5.509,1,0.238,110.066,4,0.471
Crooked Colours,Just Breathe,Langata,43,2019-05-17,217434,0.0133,0.82,0.544,0.0469,8,0.384,-9.565,1,0.0376,112.029,4,0.288
Sofi Tukker,Awoo (feat. Betta Lemme),Soft Animals EP,44,2016-07-08,196719,0.0558,0.826,0.798,0.469,11,0.669,-5.079,1,0.0526,122.957,4,0.336
Lady Leshurr,Juice,Mode - EP,32,2017-04-27,222013,0.0479,0.883,0.741,0.000885,1,0.0625,-5.825,1,0.236,105.018,4,0.647
The Kooks,Always Where I Need To Be,Konk,59,2008-01-01,161720,0.000146,0.331,0.961,0.0,11,0.322,-4.627,1,0.0663,168.355,4,0.882
Subcarpaţi,Underground Folclor,Underground Folclor,19,2012-06-17,164310,0.455,0.619,0.602,0.000216,10,0.0959,-4.921,0,0.368,85.44,4,0.852
Subcarpaţi,Rabdă Inima,Satele Unite Ale Balcanilor,34,2016-08-26,355310,0.377,0.431,0.528,1.55e-05,2,0.133,-12.413,0,0.218,106.05,4,0.264
Subcarpaţi,"Frunzulița, Iarba Deasă",Piele De Gaina,36,2014-06-21,344002,0.675,0.677,0.466,0.0,0,0.178,-10.841,1,0.101,80.023,4,0.64
Subcarpaţi,Dă-I Foale,Zori Și Asfințit,39,2018-12-01,278000,0.533,0.699,0.387,1.35e-05,11,0.113,-10.937,1,0.0418,119.864,4,0.126
Parazitii,Antimilitie,Arma Secreta,41,2019-05-24,208883,0.509,0.824,0.747,0.0,1,0.212,-5.384,1,0.395,96.996,4,0.873
Parazitii,Poliția Trece,Lovitură De Pedeapsă,41,2016-02-29,194666,0.447,0.795,0.464,0.0,8,0.0649,-7.946,0,0.435,90.188,4,0.772
grandson,Blood // Water - King Kavalier Remix,BLOOD // EDITS,60,2018-09-14,179374,0.0494,0.586,0.813,5.54e-06,8,0.0939,-6.357,0,0.0804,149.812,4,0.655
grandson,Blood // Water,Blood // Water,72,2018-05-04,216720,0.00158,0.51,0.882,0.00206,8,0.0764,-5.659,0,0.159,154.029,4,0.653
NZCA LINES,Opening Night,Pure Luxury,0,2020-07-10,208932,0.0316,0.795,0.548,0.000224,0,0.1,-8.962,1,0.102,108.978,4,0.796
blnkspc_,Brasil,Brasil,38,2020-01-10,169000,0.00675,0.884,0.667,0.0419,2,0.0851,-6.69,0,0.281,120.027,4,0.454
Smoke DZA,"Santos Party House (feat. Wiz Khalifa, Curren$y, Big K.R.I.T., Girl Talk) - Extended Version","Santos Party House (feat. Wiz Khalifa, Curren$y, Big K.R.I.T., Girl Talk) [Extended Version]",40,2020-12-11,270000,0.0468,0.881,0.557,0.0,2,0.0818,-8.194,0,0.146,100.021,4,0.914
Apashe,I'm Fine - IMANU Remix,I'm Fine (IMANU Remix),60,2021-02-04,243977,0.278,0.669,0.919,0.0343,10,0.0934,-2.888,0,0.0652,121.047,4,0.514
TroyBoi,Clear Waters,"V!BEZ, Vol. 4",31,2021-01-29,154500,0.248,0.632,0.391,0.747,2,0.685,-12.107,0,0.0568,80.008,4,0.0891
Joe Hertz,Colourblind - Indigo Eyes Remix,Colourblind (Indigo Eyes Remix),0,2021-01-29,235893,0.401,0.772,0.6,0.00693,2,0.446,-6.74,1,0.434,117.86,4,0.342
Purple Disco Machine,Body Funk - Dom Dolla Remix,Body Funk (Dom Dolla Remix),35,2019-04-05,270200,9.06e-05,0.781,0.922,0.81,6,0.069,-6.935,0,0.0368,123.996,4,0.558
DRAMA,Forever and a Day,Dance Without Me,0,2020-02-14,235564,0.0291,0.793,0.584,0.331,10,0.0987,-8.641,0,0.0387,114.994,4,0.413
Majid Jordan,Superstar,Superstar,19,2019-10-04,248571,0.0196,0.779,0.873,9.9e-06,10,0.0999,-3.766,0,0.0344,111.977,4,0.911
Masego,Mystery Lady (feat. Don Toliver),Mystery Lady (feat. Don Toliver),61,2020-11-10,228453,0.393,0.747,0.494,0.0,3,0.0982,-7.957,0,0.141,76.006,4,0.624
slenderbodies,superpowerful (with Crooked Colours),superpowerful (with Crooked Colours),0,2021-01-20,185523,0.289,0.721,0.551,0.00494,11,0.177,-7.874,0,0.0376,99.962,4,0.682
KAYTRANADA,Look Easy,Look Easy,48,2020-07-10,165219,0.00828,0.718,0.637,0.0071,1,0.227,-9.962,0,0.168,108.023,4,0.487
kmoe,flutter,flutter,0,2020-10-08,165805,0.536,0.557,0.451,0.0,8,0.108,-11.878,0,0.105,113.232,3,0.606
Parazitii,Toate-S La Fel,Toate-S La Fel (Daniel Lazăr),43,2012-07-21,171541,0.579,0.823,0.69,0.0,7,0.0755,-6.361,0,0.109,98.002,4,0.755
Macanache,Eu Dau Graffiti,Interzis,24,2016-10-24,216176,0.108,0.662,0.862,0.0,1,0.119,-5.191,1,0.363,89.815,4,0.685
Macanache,La Multi Ani Mie,Macadopere,17,2017-05-25,197287,0.138,0.736,0.932,0.0,1,0.635,-3.451,1,0.365,89.869,4,0.753
Macanache,Prietenii - Ripp Remix,Comedia,14,2016-10-14,239329,0.188,0.595,0.906,0.0,2,0.34,-3.873,1,0.297,89.07,4,0.712
Macanache,"Nu Ai Cum, Nu Poti",Legea,16,2019-03-29,153513,0.133,0.917,0.744,0.0,7,0.302,-5.337,1,0.341,110.972,4,0.589
Hermitude,The Buzz (feat. Mataya & Young Tapz),Dark Night Sweet Light,0,2015-08-28,221786,0.33,0.739,0.583,0.00137,0,0.122,-6.434,0,0.173,140.941,4,0.497
Frank Carter & The Rattlesnakes,Devil Inside Me,Blossom,11,2015-08-14,178312,0.00576,0.5,0.842,9.01e-05,1,0.198,-5.337,1,0.103,98.618,4,0.437
Marie Davidson,Work It - Soulwax Remix,Work It (Soulwax Remix),51,2019-04-03,286080,0.319,0.846,0.737,0.494,0,0.0701,-8.611,1,0.0643,125.018,4,0.848
Phantogram,You Don’t Get Me High Anymore,Three,0,2016-10-07,219506,0.00245,0.355,0.939,0.00228,7,0.493,-4.627,1,0.056,97.654,4,0.722
Jidenna,Long Live the Chief,The Chief,49,2017-02-17,160853,0.0248,0.859,0.741,0.0,9,0.14,-3.201,0,0.35,84.983,4,0.47
Awon,Nothing Less,Nothing Less,12,2021-01-18,180270,0.541,0.464,0.657,2.38e-05,6,0.216,-5.956,1,0.297,159.654,4,0.547
Mindflip,Run My Shit,Run My Shit,48,2021-01-22,173220,0.195,0.854,0.481,0.0,0,0.0918,-5.815,1,0.26,92.029,4,0.685
Isola,Ischia,EP1,0,2020-10-02,361232,0.496,0.864,0.515,0.818,6,0.116,-10.392,0,0.18,124.963,4,0.283
Macanache,Numai Pentru Fratii Mei,Geamanu,4,2020-07-24,213000,0.00135,0.696,0.677,0.0,1,0.0714,-8.295,1,0.349,85.249,4,0.506
Macanache,Ma Faci Cu Capu,Geamanu,4,2020-07-24,186666,0.094,0.589,0.602,0.0,9,0.347,-7.639,1,0.312,179.905,4,0.855
Macanache,Daev,Geamanu,6,2020-07-24,202500,0.00958,0.705,0.751,0.0,4,0.296,-8.75,0,0.329,95.923,4,0.507
Macanache,Astazi,Geamanu,3,2020-07-24,194579,0.00779,0.498,0.551,0.0,1,0.538,-8.716,1,0.119,160.459,3,0.831
Subcarpaţi,Pankăreală,Pankăreală,37,2020-07-03,213384,0.0742,0.736,0.551,0.0,1,0.119,-7.674,1,0.23,130.073,4,0.191
Parra for Cuva,Ordel,Ordel,0,2021-01-29,258665,0.669,0.597,0.575,0.858,11,0.113,-9.959,1,0.0368,90.004,4,0.0987
SG Lewis,One More (feat. Nile Rodgers),One More (feat. Nile Rodgers),45,2021-02-02,196182,0.00668,0.722,0.784,5.31e-06,5,0.467,-4.662,0,0.0819,119.988,4,0.768
Document One,Heat Beams,Heat Beams,17,2021-02-05,253179,0.0128,0.733,0.928,0.58,11,0.189,-0.937,0,0.192,172.949,4,0.426
Technimatic,Still Miss You,Still Miss You,38,2021-02-05,273096,0.0466,0.589,0.891,0.0169,9,0.0782,-4.736,0,0.0768,173.954,4,0.326
Mild Minds,WALLS,MOOD,47,2020-03-13,287123,0.0719,0.7,0.643,0.724,6,0.116,-9.201,1,0.0452,122.013,4,0.336
Macanache,Sefu,Interzis,29,2016-10-24,237519,0.107,0.812,0.778,0.0,1,0.211,-5.028,1,0.33,94.932,4,0.665
Macanache,Asta Sunt Eu,Interzis,23,2016-10-24,249941,0.255,0.612,0.846,0.0,0,0.0992,-4.346,1,0.358,83.294,4,0.837
Macanache,Ca Si Cum,Bodega,26,2020-01-22,186880,0.461,0.496,0.759,0.0,2,0.876,-5.885,1,0.3,86.247,4,0.818
Macanache,La Poarta Mea,Bodega,7,2020-01-22,193103,0.47,0.749,0.601,0.0,2,0.272,-5.744,1,0.408,86.855,4,0.606
Macanache,Stii Si Tu,Bodega,5,2020-01-22,281611,0.112,0.881,0.453,0.0,4,0.107,-13.255,0,0.351,127.029,4,0.587
Duke Dumont,Nightcrawler,Duality,45,2020-04-17,197288,0.00369,0.744,0.699,0.000234,0,0.402,-6.63,1,0.0517,117.99,4,0.508
Kyle Watson,I Got You,I Got You,42,2020-01-17,163274,0.172,0.874,0.684,0.00022,5,0.14,-7.407,0,0.0733,120.01,4,0.672
Hayden James,Right Time,Right Time,31,2020-04-29,170490,0.0495,0.576,0.871,0.00332,9,0.0965,-6.792,0,0.0466,123.959,4,0.224
CamelPhat,Rabbit Hole,Dark Matter,40,2020-10-30,189498,0.00986,0.602,0.866,0.0234,9,0.203,-6.913,1,0.034,123.988,4,0.288
A-Trak,Coming Home,Coming Home,54,2020-02-21,190276,0.128,0.786,0.803,0.0167,5,0.266,-5.21,1,0.164,123.002,4,0.598
SNBRN,Move All Night,Move All Night,54,2018-10-12,197419,0.248,0.797,0.69,0.0496,7,0.132,-5.845,0,0.037,124.0,4,0.184
Dillon Francis,You Do You,You Do You,40,2020-04-15,154217,0.0103,0.913,0.656,0.059,7,0.148,-6.76,1,0.0608,119.99,4,0.421
Claude VonStroke,I'm Solo,I’m Solo,42,2020-04-03,235537,0.0196,0.82,0.682,0.804,0,0.104,-8.146,1,0.0514,123.976,4,0.439
MJ Cole,Serotonin,Waking Up,39,2019-02-27,259204,0.211,0.8,0.604,0.9,1,0.177,-7.761,1,0.0607,131.987,4,0.485
Chris Lake,Free Your Body,Free Your Body,51,2019-10-04,269400,0.0152,0.854,0.922,0.0295,9,0.0708,-7.037,1,0.071,124.995,4,0.821
Noizu,Baby Baby,Baby Baby,54,2019-09-20,190080,0.00354,0.627,0.948,0.551,7,0.0599,-4.478,1,0.0428,125.048,4,0.569
Gorgon City,Nobody,Nobody,48,2020-04-03,199173,0.0236,0.701,0.663,0.0107,1,0.114,-9.076,1,0.0277,120.039,4,0.281
Dale Howard,Don't Touch,Don't Touch,29,2019-07-19,185867,0.000154,0.737,0.856,0.00236,8,0.112,-5.925,1,0.0451,124.977,4,0.282
Sonny Fodera,Scratch My Back,Rise,28,2019-07-12,229970,0.0328,0.799,0.72,0.0602,8,0.0775,-5.993,0,0.0509,122.004,4,0.507
Leftwing : Kody,Keep Pushin’ On,Keep Pushin’ On,21,2019-06-28,209642,0.000136,0.753,0.768,0.0461,3,0.112,-8.78,0,0.05,125.98,4,0.9
Ferreck Dawn,Remedy,Remedy,30,2019-12-13,201759,0.0105,0.794,0.805,0.749,2,0.0895,-7.196,1,0.0525,123.97,4,0.417
Martin Ikin,I'll Be,I'll Be,25,2020-01-31,219677,0.0272,0.679,0.931,0.832,7,0.147,-4.235,0,0.0603,124.0,4,0.381
Audio Dope,Unconditional - Moullinex Remix,Unconditional,18,2019-06-07,294959,0.437,0.73,0.583,0.118,7,0.136,-10.753,0,0.0579,120.001,4,0.256
jamesjamesjames,homesoon.,homesoon.,37,2019-12-27,235000,0.172,0.753,0.497,0.862,8,0.139,-12.92,0,0.0453,124.986,4,0.108
Mrs. Evergreen,5am in Vegas,5am in Vegas,32,2019-08-16,228633,0.492,0.667,0.669,0.455,6,0.108,-5.875,1,0.0733,126.797,3,0.585
Babeheaven,Jalisco - Bella Boo Remix,Jalisco (Bella Boo Remix),0,2019-11-15,302000,0.000694,0.769,0.674,0.802,4,0.0747,-11.953,0,0.0578,116.01,4,0.344
Paul Epworth,Love Galaxy (Phones Back to the Future Mix) [Edit],Love Galaxy Remixes,21,2020-05-08,225600,0.000979,0.813,0.273,0.853,11,0.121,-15.52,0,0.0502,113.005,4,0.357
Village,C-R-E-W,C-R-E-W,54,2018-04-06,205731,0.00896,0.623,0.82,0.0516,8,0.151,-7.656,1,0.0582,111.982,4,0.133
Mathilda Homer,Baby Blue Eyes,Baby Blue Eyes,38,2019-11-15,150165,0.146,0.828,0.516,0.000264,9,0.145,-7.283,0,0.274,170.074,4,0.464
Subcarpaţi,Limba Română,Limba Română,30,2019-08-24,263867,0.108,0.41,0.75,0.000311,1,0.277,-5.351,1,0.366,175.219,4,0.203
Macanache,Ma Simt Excelent Yo,Geamanu,12,2020-07-24,243000,0.0102,0.616,0.765,0.0,8,0.586,-8.746,0,0.396,81.992,4,0.604
Macanache,La Misto,La Misto,20,2020-01-22,185289,0.0296,0.837,0.612,0.0,10,0.0963,-5.926,0,0.202,95.992,4,0.548
Macanache,Ma Duc la Balamuc,Geamanu,10,2020-07-24,254400,0.00133,0.444,0.461,0.0,8,0.289,-11.444,1,0.312,100.021,4,0.188
Macanache,Toteu,Bodega,21,2020-01-22,203294,0.139,0.555,0.566,0.0,2,0.0568,-5.104,1,0.402,169.757,4,0.67
Macanache,Duminica,Duminica,8,2020-07-17,198000,0.207,0.716,0.544,0.0,11,0.174,-9.153,0,0.421,80.033,4,0.716
((( O ))),Omw,((( 2 ))),2,2020-08-27,238493,0.578,0.799,0.497,0.365,0,0.119,-9.185,0,0.186,113.992,4,0.458
Five Finger Death Punch,Wash It All Away,Got Your Six,63,2015-09-04,224906,2.08e-05,0.485,0.987,0.0,4,0.267,-3.1,1,0.0738,123.576,4,0.272
PJ Harvey,Meet Ze Monsta,To Bring You My Love,0,1995-01-01,209266,0.00465,0.603,0.754,0.00632,9,0.0891,-10.829,0,0.0291,101.664,4,0.622
Bhangra Knights vs. Husan,Husan - Radio Edit,"La fête la plus folle, vol. 1 (Spécial soleil 90's Mix)",10,2014-08-11,162980,0.0261,0.679,0.932,5.61e-05,11,0.386,-4.793,1,0.032,124.988,4,0.904
Dombresky,Trust The Process,Trust The Process,18,2019-11-22,217142,0.024,0.603,0.961,0.209,9,0.34,-4.536,0,0.0459,126.019,4,0.694
Alex Lustig,Dive,Dive,26,2020-09-25,145454,0.744,0.724,0.538,0.0829,11,0.0738,-5.483,1,0.369,197.877,4,0.372
Ark Patrol,Let Go,Let Go,69,2016-04-14,248056,0.67,0.47,0.436,0.263,0,0.294,-10.228,1,0.0351,81.972,3,0.0389
Versus,Get Naked,Get Naked,0,2019-08-16,207372,0.00538,0.879,0.707,0.301,7,0.0919,-9.923,1,0.17,124.987,4,0.494
Fallon,Yup - Radio Edit,Yup,42,2020-02-26,188500,0.0182,0.838,0.863,0.00019,6,0.359,-7.139,0,0.21,123.995,4,0.562
Roger That (UK),Work - Shorter Edit,Work (Shorter Edit),0,2019-11-08,138153,0.0214,0.929,0.703,0.057,0,0.0703,-6.61,1,0.055,125.988,4,0.728
Whereisalex,wake up!,wake up!,29,2020-03-24,158117,0.0571,0.635,0.379,0.476,8,0.114,-7.358,1,0.0377,84.991,4,0.039
Kasim Rizvi,highoff,highoff,18,2021-02-01,103714,0.42,0.783,0.488,0.49,0,0.237,-10.432,1,0.454,127.021,4,0.689
Oscar Scheller,Downside,Downside,0,2019-04-08,210285,0.484,0.818,0.534,0.0796,0,0.101,-12.729,0,0.103,104.995,4,0.705
Aves,Gem of the Ocean,Gem of the Ocean,0,2019-09-26,274383,0.0559,0.544,0.491,0.253,1,0.136,-11.665,1,0.0396,105.95,4,0.0922
Declan McKenna,The Key to Life on Earth - TSHA Remix,The Key to Life on Earth (TSHA Remix),35,2020-05-08,325205,0.147,0.761,0.832,0.912,7,0.0827,-7.905,1,0.0562,128.003,4,0.265
Adibanti,Flew The Coop,Adibanti - EP,0,2017-12-01,203278,0.296,0.817,0.537,0.00329,11,0.249,-6.663,0,0.0652,125.03,4,0.485
Nick AM,Fatale,FATALE,4,2019-05-07,242285,0.657,0.792,0.503,2.89e-05,4,0.164,-9.185,0,0.392,104.97,4,0.425
Alastair Lane,Naked In The Water,Naked In The Water,38,2020-07-14,272347,0.509,0.815,0.666,0.344,0,0.212,-7.525,1,0.299,115.0,4,0.803
Please Wait,Cold,Black & White - EP,0,2019-12-13,209142,0.498,0.644,0.414,0.000132,3,0.0937,-7.151,0,0.0247,140.031,4,0.382
Mija,Gypsy Woman (She's Homeless) [House Kitsuné America],Gypsy Woman (She's Homeless) [House Kitsuné America],0,2019-12-20,269508,0.0364,0.667,0.547,0.425,9,0.115,-12.841,0,0.0355,122.012,4,0.182
Nick Murphy,Dangerous - Cleopold Remix,Dangerous EP,19,2019-10-18,284625,0.206,0.728,0.59,0.58,5,0.255,-9.97,1,0.0381,118.007,4,0.17
